kg,prompt,example,model,input_idx,input,output,structure_score,note
LPG,Eng,1,ChatLlama2,0,국내 외식업계가 위축되었다.,"(a:국내_{이름: '국내 외식업계'})
(b:위축)
(a)-[:위축되다]->(:None)
",1,
LPG,Eng,1,ChatLlama2,1,플라스틱 사용 줄이기 캠페인이 확대되었다.,"(a:플라스틱_{이름: '플라스틱 사용 줄이기'})
(b:캠페인)
(c:확대)
(a)-[:사용]->(:줄이기)
(b)-[:확대]->(:캠페인)
",1,
LPG,Eng,1,ChatLlama2,2,환경 보호 운동이 활발히 일어나고 있다.,"(a:환경_{이름: '환경 보호'})
(b:운동)
(c:활발히)
(a)-[:일어나다]->(:None)
(b)-[:활발히]->(c)
",1,
LPG,Eng,1,ChatLlama2,3,한국 우주청은 달 탐사 로봇 '루나 2'를 성공적으로 발사하였습니다.,"(a:한국_우주청)
(b:달_탐사_로봇_{이름: '루나 2'})
(c:성공)
(a)-[:발사하였다]->(b)
",1,
LPG,Eng,1,ChatLlama2,4,유럽 연합은 인공지능 규제에 대한 법안을 추진하고 있습니다.,"(a:유럽_연합)
(b:인공지능)
(c:규제)
(d:법안)
(a)-[:추진하다]->(d)
(d)-[:대한]->(c)
",1,
LPG,Eng,1,ChatLlama2,5,올림픽 평화봉송단이 남북한 선수들의 공동 출전을 예고하였습니다.,"(a:올림픽_{이름: '평화봉송단'})
(b:남북한_{이름: '선수들'})
(c:공동_{이름: '출전'})
(a)-[:예고하다]->(:None)
(b)-[:출전할]->(c)
",1,
LPG,Eng,1,ChatLlama2,6,교육부는 국내 초중고등학교의 교육과정 개편을 검토 중에 있습니다.,"(a:교육부)
(b:교육과정)
(c:국내)
(d:초중고등학교)
(e:개편)
(a)-[:검토_중에_있다]->(e)
(b)-[:개편]->(d)
",1,
LPG,Eng,1,ChatLlama2,7,나는 선생님이 아니다.,"(a:사람_{이름: '나'})
(b:선생님)
(a)-[:아니다]->(:None)
",1,
LPG,Eng,1,ChatLlama2,8,한국은 '반도체 1위'가 아니다.,"(a:국가_{이름: '한국'})
(b:반도체_{이름: '반도체 1위'})
(c:否_{이름: '아니다'})
(a)-[:≠]->(b)
(c)-[:때문에]->
",0,(a)-[:≠]->(b)
LPG,Eng,1,ChatLlama2,9,IAEA 최종 보고서는 일본의 해양범죄에 대한 면죄부가 아니다.,"(a:IAEA_{이름: 'IAEA 최종 보고서'})
(b:일본_{이름: '일본'})
(c:해양범죄)
(d:면죄부)
(a)-[:대한]->(c)
(b)-[:해양범죄에_대한]->(c)
",1,
LPG,Eng,1,ChatLlama2,10,지연된 정의는 정의가 아니다.,"(a:정의_{이름: '지연된 정의'})
(b:정의)
(c:아니다)
(a)-[:정의가_아니다]->(c)
",1,
LPG,Eng,1,ChatLlama2,11,구로공단 '공순이'는 21세기 '콜순이'가 되었다.,"(a:구로공단_{이름: '공순이'})
(b:콜순이)
(a)-[:변했다]->(b)
",1,
LPG,Eng,1,ChatLlama2,12,미끄러운 빗길은 교통사고로 이어졌다.,"(a:교통사고)
(b:미끄러운_빗길)
(c:이어졌다)
(b)-[:때문에]->(a)
",1,
LPG,Eng,1,ChatLlama2,13,아프리카 국가들은 에볼라 바이러스 감염 확산에 대응하고 있습니다.,"(a:에볼라_{이름: '에볼라 바이러스'})
(b:아프리카_{이름: '아프리카 국가들'})
(c:감염_{이름: '감염 확산'})
(d:대응_{이름: '대응'})
(a)-[:감염]->(c)
(b)-[:에_대응]->(d)
",1,
LPG,Eng,1,ChatLlama2,14,여름 휴가지가 인기로 떠오르고 있습니다.,"(a:여름_휴가지)
(b:인기)
(c:떠오르다)
(a)-[:인기로]->(b)
(b)-[:때문에]->(c)
",1,
LPG,Eng,1,ChatLlama2,15,희귀병 환자는 세상을 떠나고도 4명에게 생명을 주었다.,"(a:희귀병_{이름: '희귀병 환자'})
(b:사람_{이름: '4명'})
(c:생명)
(a)-[:떠나다]->(:None)
(a)-[:주었다]->(c)
",1,
LPG,Eng,1,ChatLlama2,16,엄마가 아기에게 이름을 붙여주었다.,"(a:사람_{이름: '엄마'})
(b:사람_{이름: '아기'})
(c:이름)
(a)-[:붙여주다]->(c)
",1,
LPG,Eng,1,ChatLlama2,17,'50억 무죄' 판결은 이 당연한 의문에 답을 주지 못한다.,"(a:판결_{이름: '50억 무죄'})
(b:의문)
(c:답)
(a)-[:답을_주지_못한다]->(b)
(b)-[:의문에]->(c)
",1,
LPG,Eng,1,ChatLlama2,18,농구 국가대표팀이 월드컵 본선 진출에 성공했습니다.,"(a:농구_{이름: '농구 국가대표팀'})
(b:월드컵_{이름: '월드컵 본선'})
(c:성공)
(a)-[:진출했다]->(b)
",1,
LPG,Eng,1,ChatLlama2,19,번개장터는 우정사업본부와 중고 거래 플랫폼 최초 '우체국소포'를 정식 출시한다고 밝혔다.,"(a:번개장터)
(b:우정사업본부)
(c:중고_거래_플랫폼)
(d:우체국소포)
(a)-[:정식_출시]->(d)
(b)-[:협력]->(a)
",1,
LPG,Eng,1,ChatLlama2,20,첫 월급을 받은 아들과 딸이 깜짝 선물을 주었다.,"(a:아들_{이름: '첫 월급'})
(b:딸)
(c:깜짝_{이름: '선물'})
(a)-[:받은]->(:월급)
(b)-[:주었다]->(c)
",1,
LPG,Eng,1,ChatLlama2,21,"물가 상승으로 가계부담이 늘어나고 있으며, 이로 인해 인플레이션 우려가 커지고 있습니다.","(a:가계부담)
(b:물가_상승)
(c:인플레이션_우려)
(a)-[:늘어나다]->(:None)
(b)-[:때문에]->(:제약)
(c)-[:커지다]->(:None)
",1,
LPG,Eng,1,ChatLlama2,22,"테슬라는 자율주행 자동차 사고로 논란이 일어나고 있으며, 안전성에 대한 논의가 계속되고 있습니다.","(a:테슬라)
(b:자율주행_자동차)
(c:사고)
(d:논란)
(e:안전성)
(a)-[:개발했다]->(b)
(b)-[:사고로_인해]->(c)
(c)-[:논란이_일어나다]->(d)
(d)-[:계속되고_있다]->(e)
",1,
