kg,prompt,example,model,input_idx,input,output,structure_score,note
LPG,Eng,1,ChatLlama2,0,오늘부터 이틀간이 전력 수요 피크를 이룰 것으로 보인다. 이창양 산업통상자원부 장관은 7일 서울 마포구 중부발전 서울발전본부를 직업 찾아 전력설비 관리 현황을 점검하고 현장직원을 격려했다. 또 이번 주는 전 국민적으로 에너지 절감에 동참해 달라고 당부했다.,"(a:이번주)
(b:전력수요)
(c:이창양)
(d:산업통상자원부)
(e:장관)
(h:마포구)
(i:중부발전)
(j:서울발전본부)
(k:전력설비)
(l:관리)
(m:현장직원)
(n:격려)
(o:에너지절감)
(p:국민)
(a)-[:START]->(b)
(b)-[:PEAK]->(c)
(c)-[:MINISTER]->(d)
(d)-[:JOB]->(e)
(e)-[:CHECK]->(f)
(f)-[:LOCATION]->(g)
(g)-[:MANAGE]->(h)
(h)-[:PART]->(i)
(i)-[:JOIN]->(j)
(j)-[:INSPECTION]->(k)
(k)-[:ENCOURAGE]->(m)
(m)-[:MESSAGE]->(n)
(n)-[:ENERGY_SAVING]->(o)
",1,
LPG,Eng,1,ChatLlama2,1,"이 장관은 설비점검 현황을 직접 보고받고, 발전소 운영을 통제하는 전기실·가스터빈이 가동 중인 지하발전소 등 주요시설을 시찰하며 전력 수급 상황을 살폈다.","(a:이_장관)
(b:설비점검_현황)
(c:발전소_운영)
(d:전기실·가스터빈)
(e:가동 중인 지하발전소)
(f:주요시설)
(g:전력 수급 상황)
(a)-[:직접 보고받고]->(b)
(c)-[:통제하는]->(d)
(d)-[:가동 중인]->(e)
(e)-[:시찰하며]->(f)
(f)-[:전력 수급 상황을 살폈다
",0,(d:전기실·가스터빈)
LPG,Eng,1,ChatLlama2,2,"이 장관은 ""이번 주 수요증가에 대비해 원전, 화력발전 등을 총동원하여 충분한 공급능력을 확보했으나 예상을 벗어난 폭염이나 피크시간대 태양광발전 변동성 등이 생길 수 있으므로 실시간으로 상황을 살피며 수급관리에 한치의 빈틈이 없도록 관리하겠다""고 밝혔다.","(a:이_장관)
(b:이번_주_수요증가)
(c:원전)
(d:화력발전)
(e:충분한_공급능력)
(f:예상을_벗어난_폭염)
(g:피크시간대_태양광발전_변동성)
(h:실시간으로_상황을_살피며)
(i:수급관리에_한치의_빈틈이_없도록)
(j:관리하겠다)
(a)-[:밝혔다]->(b)
(a)-[:대비해]->(c)
(a)-[:총동원하여]->(d)
(d)-[:충분한_공급능력을_확보했으나]->(e)
(e)-[:예상을_벗어난]->(f)
(f)-[:폭염이나]->(g)
(g)-[:피크시간대_태양광발전_변동성]->(h)
(h)-[:실시간으로_상황을_살피며]->(i)
(i)-[:수급관리에_한치의_빈틈이_없도록]->(j)
",1,
LPG,Eng,1,ChatLlama2,3,"또 이 장관은 유관 기관에 ""전력 설비를 반복적으로 점검해 불시고장이 발생하지 않도록 미연에 방지하고, 폭염이 지속되는 상황에서 현장 근로자들의 온열질환 등 작업장 안전관리도 세심히 챙겨달라""고 당부했다.","(a:장관)
(b:유관기관)
(c:전력설비)
(d:불시고장)
(e:미연)
(g:현장근로자)
(h:온열질환)
(i:작업장안전관리)
(a)-[:당부했다]->(b)
(b)-[:점검해]->(c)
(c)-[:반복적으로]->(d)
(d)-[:발생하지_않도록]->(e)
(e)-[:미연에]->(f)
(f)-[:지속되는]->(g)
(g)-[:온열질환_등]->(h)
",1,
LPG,Eng,1,ChatLlama2,4,"이어 국민에게도 ""수요를 결정하는 것은 결국 국민""이라며 ""이번주 만큼은 에너지 절감에 동참하고 일부 매장의 개문냉방을 자제해달라""고 요청했다.","(a:국민 {이름: '이어'})
(b:결정 {이름: '수요'})
(c:국민 {이름: '국민'})
(d:에너지 {이름: '에너지 절감'})
(e:매장 {이름: '매장'})
(f:개문냉방 {이름: '개문냉방'})
(a)-[:결정하다]->(b)
(b)-[:에너지_절감]->(d)
(d)-[:동참하다]->(c)
(c)-[:일부_매장_개문냉방_자제하다]->(e)
",1,
LPG,Eng,1,ChatLlama2,5,"산업부는 기상청의 예보 등을 종합해 7일부터 8일 오후까지 전력 수요가 올 여름 최고치인 92.9GW(기가와트)까지 높아질 것이라고 보고 있다. 전력거래소는 이날 최대전력 발생 시간은 오후 5∼6시, 최대전력은 92.7GW로 예상하고 있다.","(a:산업부)
(b:기상청)
(c:예보)
(d:전력_수요)
(e:전력거래소)
(f:최대전력)
(g:시간)
(a)-[:종합해]->(c)
(c)-[:높아질_것이라고_보고_있다]->(d)
(d)-[:올_여름_최고치인]->(f)
(f)-[:발생_시간은]->(g)
",1,
LPG,Eng,1,ChatLlama2,6,전력 공급 능력은 104GW가 확보된 상황이다. 지난달 말 고장으로 가동이 멈췄던 한빛원전 2호기가 지난 4일 원자력안전위원회의 재가동 승인에 따라 6일부터 정상 가동되면서 한숨 돌린 모양새다.,"(a:전력_공급_능력)
(b:한빛원전_2호기)
(c:고장)
(d:원자력안전위원회)
(e:재가동_승인)
(f:6일)
(a)-[:확보된_상황이다]->(b)
(b)-[:가동이_멈췄던]->(c)
(c)-[:고장으로]->(d)
(d)-[:재가동_승인]->(e)
",1,
LPG,Eng,1,ChatLlama2,7,"피크시 92.9GW의 전력 수요에 대응하더라도 11GW 이상의 예비력이 남아있는 셈이다. 전력 경보 기준은 예비력 4.5GW 시 '관심'에서 시작해 3.5GW '주의', 2.5GW '경계', 1.5GW '심각'으로 격상된다.","(a:전력_수요 {이름: '피크시 92.9GW'})
(b:예비력 {이름: '11GW 이상'})
(a)-[:대응하다]->(b)
(b)-[:남아있다]->(:None)
(c:전력_경보_기준)
(c)-[:시작해]->(d:예비력 4.5GW)
(d)-[:주의]->(e:예비력 3.5GW)
(e)-[:경계]->(f:예비력 2.5GW)
(f)-[:심각]->(g:예비력 1.5GW)
(g)-[:격상된다]->(
",0,(c)-[:시작해]->(d:예비력 4.5GW)
LPG,Eng,1,ChatLlama2,8,전력 당국은 지난 6월 15일부터 여름철 대책 기간을 운영 중이다. 이번 주 피크에 대비해 사실상 비상 체제를 가동하고 있다.,"(a:전력_당국)
(b:여름철_대책_기간)
(a)-[:운영_중이다 {시간: '지난 6월 15일부터'}]->(b)
(b)-[:피크에_대비해 {에서: '이번 주'}]->(:비상 체제)
",1,
LPG,Eng,1,ChatLlama2,9,"전북 부안군 새만금에서 열리고 있는 ‘제25회 세계스카우트잼버리’(잼버리)의 정상 진행을 위해 정부는 물론 재계·종교계까지 민관(民官)이 팔을 걷어붙인 상황에서, 여야가 며칠째 ‘네 탓 공방’ 수렁에 빠지고 있다.","(a:전북_부안군)
(b:새만금)
(c:제25회_세계스카우트잼버리)
(d:정부)
(f:종교계)
(g:민관)
(i:네_탓_공방)
(j:수렁)
(a)-[:위해]->(c)
(c)-[:정상_진행]->(d)
(d)-[:민관]->(g)
(g)-[:팔을_걷어붙인]->(e)
(e)-[:며칠째]->(f)
(f)-[:빠지고_있다]->(h)
(h)-[:네_탓_공방]->(i)
",1,
