kg,prompt,example,model,input_idx,input,output,structure_score,note
LPG_rea,Eng,1,ChatLlama2,0,국내 외식업계가 위축되었다.,"Nodes:
* (a:위축)
* (b:외식업계)
* (c:국내)
Edges:
* [(a)-[:따라서]->(b)]
* [(b)-[:는]-(c)]
Explanation:
* Node (a:위축) represents the keyword ""위축되었다"" and its label is ""위축"".
* Node (b:외식업계) represents the keyword ""외식업계"" and its label is ""외식업계"".
* Node (c:국내) represents the keyword ""국내"" and its label is ""국내"".
* Edge [(a)-[:따라서]->(b)] represents the relationship between ""위축되었다"" and ""외식업계"" with the label ""따라서"".
* Edge [(b)-[:는]-(c)] represents the relationship between ""외식업계"" and ""국내"" with the label ""는
",0,Nodes:
LPG_rea,Eng,1,ChatLlama2,1,플라스틱 사용 줄이기 캠페인이 확대되었다.,"Nodes:
* (a:location) {name: ""플라스틱 사용 줄이기 캠페인""}
* (b:organization) {name: ""확대되었다""}
Edges:
* [(a)-[:따라서]->(b)]
Explanation:
* (a:location) represents the location where the plastic usage reduction campaign is taking place.
* (b:organization) represents the organization that is expanding the plastic usage reduction campaign.
* [(a)-[:따라서]->(b)] represents the relationship between the location and the organization, where the organization is expanding the campaign in the locatio
",0,Nodes:
LPG_rea,Eng,1,ChatLlama2,2,환경 보호 운동이 활발히 일어나고 있다.,"Nodes:
* (a:환경)
* (b:보호)
* (c:운동)
* (d:활발)
* (e:일어나)
* (f:고)
Edges:
* [(a)-[:따라서]->(b)]
* [(a)-[:따라서]->(c)]
* [(b)-[:는]->(c)]
* [(c)-[:따라서]->(d)]
* [(d)-[:는]->(e)]
* [(e)-[:는]->(f
",0,Nodes:
LPG_rea,Eng,1,ChatLlama2,3,한국 우주청은 달 탐사 로봇 '루나 2'를 성공적으로 발사하였습니다.,"Nodes:
* (a:organization {name: ""한국 우주청""})
* (b:robot {name: ""루나 2""})
* (c:location {name: ""달""})
* (d:event {name: ""발사""})
Edges:
* [(a)-[:따라서]->(b)]
* [(b)-[:는]->(c)]
* [(a)-[:따라서]->(d)]
* [(d)-[:는]->(b
",0,Nodes:
LPG_rea,Eng,1,ChatLlama2,4,유럽 연합은 인공지능 규제에 대한 법안을 추진하고 있습니다.,"Nodes:
* (e:EuropeanUnion)
* (i:ArtificialIntelligence)
* (r:Regulation)
* (l:Law)
Edges:
* [(e)-[:따라서]->(r)]
* [(r)-[:따라서]->(l)]
* [(i)-[:는]-(r)]
Explanation:
* (e:EuropeanUnion) represents the European Union, which is the main entity in the article.
* (i:ArtificialIntelligence) represents artificial intelligence, which is the topic of the regulation.
* (r:Regulation) represents the regulation that the European Union is planning to enact.
* (l:Law) represents the law that the regulation will be based on.
* [(e)-[:따라서]->(r)] represents the relationship between the European Union and the regulation, indicating that the European Union is planning to enact the regulation.
* [(r)-[:따라서]->(l)] represents the relationship between the regulation and the law, indicating that the regulation will be based on the law.
* [(i)-[:는]-(r)] represents the relationship between artificial intelligence and the regulation, indicating that the regulation is related to artificial intelligenc
",0,Nodes:
LPG_rea,Eng,1,ChatLlama2,5,올림픽 평화봉송단이 남북한 선수들의 공동 출전을 예고하였습니다.,"Nodes:
* (a:올림픽)
* (b:평화봉송단)
* (c:남북한)
* (d:선수들)
* (e:공동)
* (f:출전)
Edges:
* [(a)-[:따라서]->(b)]
* [(b)-[:따라서]->(c)]
* [(c)-[:는]->(d)]
* [(d)-[:는]->(e)]
* [(e)-[:는]->(f
",0,Nodes:
LPG_rea,Eng,1,ChatLlama2,6,교육부는 국내 초중고등학교의 교육과정 개편을 검토 중에 있습니다.,"Nodes:
* (a:교육부)
* (b:국내)
* (c:초중고등학교)
* (d:교육과정)
* (e:개편)
* (f:검토)
Edges:
* [(a)-[:따라서]->(b)]
* [(a)-[:따라서]->(c)]
* [(c)-[:는]->(d)]
* [(d)-[:따라서]->(e)]
* [(e)-[:는]->(f
",0,Nodes:
LPG_rea,Eng,1,ChatLlama2,7,나는 선생님이 아니다.,"Nodes:
* (a:나)
* (b:선생님)
* (c:아니다)
Edges:
* [(a)-[:따라서]->(b)]
* [(b)-[:는]-(c)]
Explanation:
* Node (a) represents the keyword ""나"".
* Node (b) represents the keyword ""선생님"".
* Node (c) represents the keyword ""아니다"".
* Edge [(a)-[:따라서]->(b)] represents the relationship between ""나"" and ""선생님"" in a causal manner, meaning ""나"" is the cause and ""선생님"" is the effect.
* Edge [(b)-[:는]-(c)] represents the relationship between ""선생님"" and ""아니다"" in a equal manner, meaning ""선생님"" and ""아니다"" are equal or synonymou
",0,Nodes:
LPG_rea,Eng,1,ChatLlama2,8,한국은 '반도체 1위'가 아니다.,"Nodes:
* (a:country {name: ""Korea""})
* (b:ranking {rank: ""1st""})
* (c:industry {name: ""semiconductor""})
Edges:
* [(a)-[:따라서]->(b)]
* [(b)-[:는]->(c)]
* [(a)-[:는]-(c)]
Explanation:
* Node (a) represents the country Korea.
* Node (b) represents the ranking 1st.
* Node (c) represents the industry semiconductor.
* Edge [(a)-[:따라서]->(b)] represents the relationship between Korea and its ranking 1st.
* Edge [(b)-[:는]->(c)] represents the relationship between the ranking 1st and the industry semiconductor.
* Edge [(a)-[:는]-(c)] represents the relationship between Korea and the industry semiconducto
",0,Nodes:
LPG_rea,Eng,1,ChatLlama2,9,IAEA 최종 보고서는 일본의 해양범죄에 대한 면죄부가 아니다.,"Nodes:
* (iaea:organization)
* (japan:country)
* (report:document)
* (crime:illegal_activity)
* (punishment:penalty)
Edges:
* [(iaea)-[:따라서]->(report)]
* [(japan)-[:따라서]->(crime)]
* [(crime)-[:는]-(punishment)]
* [(report)-[:따라서]->(iaea
",0,Nodes:
LPG_rea,Eng,1,ChatLlama2,10,지연된 정의는 정의가 아니다.,"Nodes:
* (a:definition)
* (b:definition)
* (c:delayed)
* (d:is_not)
Edges:
* [(a)-[:따라서]->(b)]
* [(c)-[:따라서]->(a)]
* [(d)-[:는]->(a)]
Explanation:
* Node (a:definition) represents the keyword ""정의"" (definition).
* Node (b:definition) represents the keyword ""정의"" (definition) again, as it is a synonym of node (a).
* Node (c:delayed) represents the keyword ""지연된"" (delayed).
* Node (d:is_not) represents the keyword ""아니다"" (is not).
* Edge [(a)-[:따라서]->(b)] represents the relationship between nodes (a) and (b), indicating that they are related as synonyms.
* Edge [(c)-[:따라서]->(a)] represents the relationship between nodes (c) and (a), indicating that node (c) is related to node (a) as a delayed concept.
* Edge [(d)-[:는]->(a)] represents the relationship between nodes (d) and (a), indicating that node (d) is equal to node (a) in the sense that ""정의는 아니다"" (definition is not
",0,Nodes:
LPG_rea,Eng,1,ChatLlama2,11,구로공단 '공순이'는 21세기 '콜순이'가 되었다.,"Nodes:
* (a:구로공단)
* (b:공순이)
* (c:21세기)
* (d:콜순이)
Edges:
* [(a)-[:따라서]->(b)]
* [(b)-[:는]->(d)]
* [(a)-[:는]->(c)]
Explanation:
* Node (a) represents the ""구로공단""
* Node (b) represents the ""공순이""
* Node (c) represents the ""21세기""
* Node (d) represents the ""콜순이""
* Edge [(a)-[:따라서]->(b)] represents the relationship between ""구로공단"" and ""공순이"" in a causal way, meaning that the ""구로공단"" led to the ""공순이""
* Edge [(b)-[:는]->(d)] represents the relationship between ""공순이"" and ""콜순이"" in a equal way, meaning that ""공순이"" and ""콜순이"" are the same thing
* Edge [(a)-[:는]->(c)] represents the relationship between ""구로공단"" and ""21세기"" in a equal way, meaning that ""구로공단"" and ""21세기"" are relat
",0,Nodes:
LPG_rea,Eng,1,ChatLlama2,12,미끄러운 빗길은 교통사고로 이어졌다.,"Nodes:
* (a:location) {name: ""미끄러운 빗길""}
* (b:event) {name: ""교통사고""}
* (c:time) {name: ""이어졌다""}
Edges:
* [(a)-[:따라서]->(b)]
* [(b)-[:는]->(c)]
Explanation:
* Node (a) represents the location ""미끄러운 빗길"".
* Node (b) represents the event ""교통사고"".
* Node (c) represents the time ""이어졌다"".
* Edge [(a)-[:따라서]->(b)] represents the causal relationship between the location and the event.
* Edge [(b)-[:는]->(c)] represents the fact that the event occurred at the specified tim
",0,Nodes:
LPG_rea,Eng,1,ChatLlama2,13,아프리카 국가들은 에볼라 바이러스 감염 확산에 대응하고 있습니다.,"Nodes:
* (a:country)
* (b:Ebola)
* (c:infection)
* (d:spread)
* (e:response)
Edges:
* [(a)-[:따라서]->(b)]
* [(b)-[:따라서]->(c)]
* [(c)-[:따라서]->(d)]
* [(d)-[:따라서]->(e)]
Explanation:
* Node (a) represents the African countries.
* Node (b) represents the Ebola virus.
* Node (c) represents the infection caused by the Ebola virus.
* Node (d) represents the spread of the infection.
* Node (e) represents the response to the spread of the infection.
* Edge [(a)-[:따라서]->(b)] represents the fact that the African countries are responding to the Ebola virus.
* Edge [(b)-[:따라서]->(c)] represents the fact that the Ebola virus is causing infections.
* Edge [(c)-[:따라서]->(d)] represents the fact that the infections are spreading.
* Edge [(d)-[:따라서]->(e)] represents the fact that the response to the spread of the infection is ongoin
",0,Nodes:
LPG_rea,Eng,1,ChatLlama2,14,여름 휴가지가 인기로 떠오르고 있습니다.,"Nodes:
* (여름:휴가지)
* (인기: Popularity)
* (떠오르: Growing)
Edges:
* [(여름)-[:따라서]->(인기)]
* [(인기)-[:는]->(떠오르)]
Explanation:
* (여름:휴가지) represents the keyword ""여름 휴가지"" as a node with label ""휴가지"" and variable ""여름"".
* (인기: Popularity) represents the keyword ""인기로 떠오르"" as a node with label ""Popularity"" and variable ""인기"".
* (떠오르: Growing) represents the keyword ""떠오르고 있습니다"" as a node with label ""Growing"" and variable ""떠오르"".
* [(여름)-[:따라서]->(인기)] represents the relationship between ""여름 휴가지"" and ""인기로 떠오르"" as a causal relationship, where ""여름 휴가지"" is the cause and ""인기로 떠오르"" is the effect.
* [(인기)-[:는]->(떠오르)] represents the relationship between ""인기로 떠오르"" and ""떠오르고 있습니다"" as a equivalence relationship, where ""인기로 떠오르"" and ""떠오르고 있습니다"" are equa
",0,Nodes:
LPG_rea,Eng,1,ChatLlama2,15,희귀병 환자는 세상을 떠나고도 4명에게 생명을 주었다.,"Nodes:
* (a:희귀병)
* (b:환자)
* (c:세상)
* (d:4명)
* (e:생명)
Edges:
* [(a)-[:따라서]->(b)]
* [(b)-[:따라서]->(c)]
* [(c)-[:따라서]->(d)]
* [(d)-[:는]->(e)]
Explanation:
* Node (a:희귀병) represents the keyword ""희귀병"".
* Node (b:환자) represents the keyword ""환자"".
* Node (c:세상) represents the keyword ""세상"".
* Node (d:4명) represents the keyword ""4명"".
* Node (e:생명) represents the keyword ""생명"".
* Edge [(a)-[:따라서]->(b)] represents the relationship between ""희귀병"" and ""환자"" in a causal manner.
* Edge [(b)-[:따라서]->(c)] represents the relationship between ""환자"" and ""세상"" in a causal manner.
* Edge [(c)-[:따라서]->(d)] represents the relationship between ""세상"" and ""4명"" in a causal manner.
* Edge [(d)-[:는]->(e)] represents the relationship between ""4명"" and ""생명"" in a equal manne
",0,Nodes:
LPG_rea,Eng,1,ChatLlama2,16,엄마가 아기에게 이름을 붙여주었다.,"Nodes:
* (a:person {name: ""엄마""})
* (b:person {name: ""아기""})
* (c:action {name: ""이름 붙이기""})
Edges:
* [(a)-[:따라서]->(c)]
* [(c)-[:는]->(b)]
Explanation:
* Node (a) represents the mother.
* Node (b) represents the baby.
* Node (c) represents the action of giving a name.
* Edge [(a)-[:따라서]->(c)] represents the mother giving the name to the baby.
* Edge [(c)-[:는]->(b)] represents the baby having the name given by the mothe
",0,Nodes:
LPG_rea,Eng,1,ChatLlama2,17,'50억 무죄' 판결은 이 당연한 의문에 답을 주지 못한다.,"Nodes:
* (a:person) ""50억 무죄""
* (b:concept) ""판결""
* (c:concept) ""당연한 의문""
* (d:concept) ""답""
Edges:
* [(a)-[:따라서]->(b)] ""50억 무죄"" 판결은 ""판결""
* [(b)-[:는]->(c)] ""판결"" 은 ""당연한 의문""
* [(c)-[:는]->(d)] ""당연한 의문"" 에 ""
",0,Nodes:
LPG_rea,Eng,1,ChatLlama2,18,농구 국가대표팀이 월드컵 본선 진출에 성공했습니다.,"Nodes:
* (a:농구)
* (b:국가대표팀)
* (c:월드컵)
* (d:본선)
* (e:진출)
Edges:
* [(a)-[:따라서]->(b)]
* [(b)-[:따라서]->(c)]
* [(c)-[:따라서]->(d)]
* [(d)-[:는]->(e)]
Explanation:
* Node (a) represents the keyword ""농구"".
* Node (b) represents the keyword ""국가대표팀"".
* Node (c) represents the keyword ""월드컵"".
* Node (d) represents the keyword ""본선"".
* Node (e) represents the keyword ""진출"".
* Edge [(a)-[:따라서]->(b)] represents the relationship between ""농구"" and ""국가대표팀"" in a causal manner.
* Edge [(b)-[:따라서]->(c)] represents the relationship between ""국가대표팀"" and ""월드컵"" in a causal manner.
* Edge [(c)-[:따라서]->(d)] represents the relationship between ""월드컵"" and ""본선"" in a causal manner.
* Edge [(d)-[:는]->(e)] represents the relationship between ""본선"" and ""진출"" in a equal manne
",0,Nodes:
LPG_rea,Eng,1,ChatLlama2,19,번개장터는 우정사업본부와 중고 거래 플랫폼 최초 '우체국소포'를 정식 출시한다고 밝혔다.,"Nodes:
* (a:우정사업본부)
* (b:중고거래플랫폼)
* (c:우체국소포)
Edges:
* [(a)-[:따라서]->(b)]
* [(b)-[:따라서]->(c)]
* [(c)-[:는]-(a)]
Explanation:
* Node (a) represents the ""우정사업본부""
* Node (b) represents the ""중고거래플랫폼""
* Node (c) represents the ""우체국소포""
* Edge [(a)-[:따라서]->(b)] represents the relationship between the ""우정사업본부"" and the ""중고거래플랫폼"" as a causal relationship
* Edge [(b)-[:따라서]->(c)] represents the relationship between the ""중고거래플랫폼"" and the ""우체국소포"" as a causal relationship
* Edge [(c)-[:는]-(a)] represents the relationship between the ""우체국소포"" and the ""우정사업본부"" as equ
",0,Nodes:
