kg,prompt,example,model,input_idx,input,output,structure_score,note
LPG_id,Eng,1,Llama2,0,국내 외식업계가 위축되었다.,"(1:외식업계)
(2:국내)
(1)-[:위축되다]->(:None)
",1,
LPG_id,Eng,1,Llama2,1,플라스틱 사용 줄이기 캠페인이 확대되었다.,"(1:사람_{이름: '플라스틱 사용 줄이기 캠페인'})
(2:사람_{이름: '플라스틱 사용 줄이기 캠페인'})
(1)-[:확대되다]->(2)
",1,
LPG_id,Eng,1,Llama2,2,환경 보호 운동이 활발히 일어나고 있다.,"(1:환경_보호_운동)
(2:활발히)
(3:일어나다)
(1)-[:일어나다_{시간: ""현재""}]->(2)
(2)-[:일어나다_{시간: ""현재""}]->(3)
",1,
LPG_id,Eng,1,Llama2,3,한국 우주청은 달 탐사 로봇 '루나 2'를 성공적으로 발사하였습니다.,"(1:사람_{이름: '한국 우주청'})
(2:달)
(3:탐사)
(4:로봇_{이름: '루나 2'})
(1)-[:발사하다_{시간: ""과거""}]->(4)
(4)-[:탐사하다_{대상: (2)}]->(:None)
",1,
LPG_id,Eng,1,Llama2,4,유럽 연합은 인공지능 규제에 대한 법안을 추진하고 있습니다.,"(1:유럽_연합)
(2:인공지능)
(3:규제)
(4:법안)
(1)-[:추진하다_{대한: (3)}]->(:None)
(3)-[:규제하다_{대한: (2)}]->(:None)
(4)-[:규제하다_{대한: (2)}]->(:None)
",1,
LPG_id,Eng,1,Llama2,5,올림픽 평화봉송단이 남북한 선수들의 공동 출전을 예고하였습니다.,"(1:올림픽)
(2:평화봉송단)
(3:남북한)
(4:선수)
(5:공동)
(6:출전)
(7:예고)
(2)-[:예고하다_{대상: (3), 대상: (4), 대상: (6)}]->(:None)
",1,
LPG_id,Eng,1,Llama2,6,교육부는 국내 초중고등학교의 교육과정 개편을 검토 중에 있습니다.,"(1:교육부)
(2:교육과정)
(3:초중고등학교)
(4:국내)
(1)-[:검토하다_{시간: ""현재""}]->(2)
(2)-[:적용하다_{시간: ""미래""}]->(3)
(3)-[:있다_{시간: ""현재""}]->(4)
",1,
LPG_id,Eng,1,Llama2,7,나는 선생님이 아니다.,"(1:사람_{이름: '나'})
(2:사람_{이름: '선생님'})
(1)-[:아니다]->(2)
",1,
LPG_id,Eng,1,Llama2,8,한국은 '반도체 1위'가 아니다.,"(1:국가_{이름: '한국'})
(2:반도체)
(3:순위_{이름: '1위'})
(1)-[:아니다]->(3)
",1,
LPG_id,Eng,1,Llama2,9,IAEA 최종 보고서는 일본의 해양범죄에 대한 면죄부가 아니다.,"(1:IAEA_{이름: 'IAEA 최종 보고서'})
(2:일본)
(3:해양범죄)
(1)-[:면죄부가_아니다]->(3)
",1,
