kg,prompt,example,model,input_idx,input,output,structure_score,note
LPG,Eng,1,ChatLlama2,0,국내 외식업계가 위축되었다.,"(a:국내 {속성: '외식업계'})
(b:위축 {에서: (a)})
(a)-[:위축되다]->
",0,(b:위축 {에서: (a)})
LPG,Eng,1,ChatLlama2,1,플라스틱 사용 줄이기 캠페인이 확대되었다.,"(a:플라스틱)
(b:사용)
(c:줄이기)
(d:캠페인)
(a)-[:사용 {속성: '줄이기'}]->(b)
(c)-[:확대되다]->(d)
",1,
LPG,Eng,1,ChatLlama2,2,환경 보호 운동이 활발히 일어나고 있다.,"(a:환경)
(a)-[:보호하다]->(b)
",1,
LPG,Eng,1,ChatLlama2,3,한국 우주청은 달 탐사 로봇 '루나 2'를 성공적으로 발사하였습니다.,"(a:한국_우주청)
(b:달_탐사_로봇 {name: '루나 2'})
",1,
LPG,Eng,1,ChatLlama2,4,유럽 연합은 인공지능 규제에 대한 법안을 추진하고 있습니다.,"(a:유럽_연합)
(b:법안 {속성: '인공지능 규제'})
",1,
LPG,Eng,1,ChatLlama2,5,올림픽 평화봉송단이 남북한 선수들의 공동 출전을 예고하였습니다.,"(a:올림픽_평화봉송단)
(b:남북한_선수들)
",1,
LPG,Eng,1,ChatLlama2,6,교육부는 국내 초중고등학교의 교육과정 개편을 검토 중에 있습니다.,"(a:교육부)
(b:교육과정 {속성: '국내 초중고등학교'})
",1,
LPG,Eng,1,ChatLlama2,7,나는 선생님이 아니다.,"(b:선생님)
",1,
LPG,Eng,1,ChatLlama2,8,한국은 '반도체 1위'가 아니다.,"(a:국가 {name: '한국'})
(b:순위 {name: '반도체 1위'})
",1,
LPG,Eng,1,ChatLlama2,9,IAEA 최종 보고서는 일본의 해양범죄에 대한 면죄부가 아니다.,"(a:IAEA)
(b:보고서)
(c:일본)
(d:해양범죄)
(e:면죄부)
(a)-[:최종_보고서]->(b)
(b)-[:대한]->(c)
(c)-[:해양범죄]->(d)
(d)-[:면죄부]->(e)
",1,
LPG,Eng,1,ChatLlama2,10,지연된 정의는 정의가 아니다.,"(a:정의 {속성: '지연된'})
(b:정의)
",1,
LPG,Eng,1,ChatLlama2,11,구로공단 '공순이'는 21세기 '콜순이'가 되었다.,"(a:구로공단 {name: '공순이'})
(b:콜순이 {name: '콜순이'})
",1,
LPG,Eng,1,ChatLlama2,12,미끄러운 빗길은 교통사고로 이어졌다.,"(a:미끄러운_빗길)
(b:교통사고)
",1,
LPG,Eng,1,ChatLlama2,13,아프리카 국가들은 에볼라 바이러스 감염 확산에 대응하고 있습니다.,"(a:아프리카_국가들)
(b:에볼라_바이러스_감염)
",1,
LPG,Eng,1,ChatLlama2,14,여름 휴가지가 인기로 떠오르고 있습니다.,"(a:여름_휴가지)
(b:인기)
",1,
LPG,Eng,1,ChatLlama2,15,희귀병 환자는 세상을 떠나고도 4명에게 생명을 주었다.,"(a:희귀병_환자)
(b:생명)
(a)-[:떠나다]->(b)
",1,
LPG,Eng,1,ChatLlama2,16,엄마가 아기에게 이름을 붙여주었다.,"(a:엄마)
",1,
LPG,Eng,1,ChatLlama2,17,'50억 무죄' 판결은 이 당연한 의문에 답을 주지 못한다.,"(a:판결 {name: '50억 무죄'})
(b:의문)
",1,
LPG,Eng,1,ChatLlama2,18,농구 국가대표팀이 월드컵 본선 진출에 성공했습니다.,"(a:농구_국가대표팀)
(b:월드컵_본선)
",1,
LPG,Eng,1,ChatLlama2,19,번개장터는 우정사업본부와 중고 거래 플랫폼 최초 '우체국소포'를 정식 출시한다고 밝혔다.,"(a:번개장터)
(b:우정사업본부)
(c:중고_거래_플랫폼)
(d:우체국소포)
(a)-[:정식_출시했다 {에게: (b)}]->(d)
(a)-[:협력했다 {에게: (c)}]->
",0,(a)-[:정식_출시했다 {에게: (b)}]->(d)
LPG,Eng,1,ChatLlama2,20,첫 월급을 받은 아들과 딸이 깜짝 선물을 주었다.,"(a:아들)
(b:딸)
(c:월급)
(d:깜짝_선물)
(a)-[:받은]->(c)
(b)-[:받은]->(c)
(a)-[:주었다]->(d)
",1,
LPG,Eng,1,ChatLlama2,21,"물가 상승으로 가계부담이 늘어나고 있으며, 이로 인해 인플레이션 우려가 커지고 있습니다.","(a:가계부담)
(b:물가_상승)
(c:인플레이션_우려)
(a)-[:증가하다]->(b)
",1,
LPG,Eng,1,ChatLlama2,22,"테슬라는 자율주행 자동차 사고로 논란이 일어나고 있으며, 안전성에 대한 논의가 계속되고 있습니다.","(a:테슬라)
(b:자율주행_자동차)
(c:사고)
(e:안전성)
(a)-[:사고로_인해]->(c)
(c)-[:논란이_일어나다]->(d)
",1,
LPG,Eng,1,ChatLlama2,23,정부는 기후변화 대응을 강화하기 위해 신재생에너지에 대한 투자를 확대하고 있습니다.,"(a:정부)
(b:기후변화 {속성: '대응'})
(c:신재생에너지)
",1,
LPG,Eng,1,ChatLlama2,24,세계보건기구(WHO)가 신병균 '루카'에 대한 글로벌 대응을 위해 협의하고 있습니다.,"(a:기구 {name: '세계보건기구'})
(b:신병균 {name: '루카'})
(c:글로벌_대응)
(a)-[:협의하다]->(c)
",1,
LPG,Eng,1,ChatLlama2,25,미국과 중국은 무역갈등을 완화하기 위해 협상을 재개하려고 합니다.,"(a:미국)
(c:무역갈등)
(d:협상)
(a)-[:완화하기_위해]->(c)
(c)-[:협상을_재개하려고_합니다]->(d)
(a)-[:협상을_재개하려고_합니다]->(d)
",1,
LPG,Eng,1,ChatLlama2,26,한국 청소년들의 스마트폰 중독이 증가하면서 대책 마련 필요성이 제기되고 있습니다.정부가 코로나19 방역 대책 강화를 위해 예산 증액을 추진하고 있습니다.,"(a:한국_청소년)
(b:스마트폰_중독)
(c:증가)
(d:대책_마련_필요성)
(e:정부)
(f:코로나19_방역_대책)
(g:예산_증액)
(a)-[:스마트폰 중독이 증가하면서]-(c)
(c)-[:대책 마련 필요성이 제기되고 있습니다]-(d)
(d)-[:정부가 코로나19 방역 대책 강화를 위해]-(e)
(e)-[:예산 증액을 추진하고 있습니다]-
",0,(a)-[:스마트폰 중독이 증가하면서]-(c)
LPG,Eng,1,ChatLlama2,27,젊은 릴케는 스승이 아닌 동료였기에 멘토가 되었다.,"(a:사람 {이름: '젊은 릴케'})
(b:사람 {이름: '스승'})
(c:사람 {이름: '동료'})
(d:관계 {이름: '멘토'})
(a)-[:스승이_아닌_동료였기에 {에게: (b)}]->(c)
(c)-[:멘토가 되었다 {에게: (d)}]->
",0,(a)-[:스승이_아닌_동료였기에 {에게: (b)}]->(c)
LPG,Eng,1,ChatLlama2,28,검사마저 울먹이자 법정은 울음바다가 되었다.,"(a:검사)
(c:울먹이자)
(d:울음바다)
(a)-[:울먹이자 {에게: (c)}]->(b)
(b)-[:울음바다 {에게: (d)}]->
",0,(a)-[:울먹이자 {에게: (c)}]->(b)
LPG,Eng,1,ChatLlama2,29,중소기업중앙회는 지난 13일부터 20일까지 3062개 중소기업을 대상으로 실시한 ‘2023년 8월 중소기업 경기전망조사’ 결과를 30일 밝혔다.,"(a:중소기업중앙회)
(b:조사 {속성: '2023년 8월 중소기업 경기전망조사'})
(c:3062개 {속성: '중소기업'})
(a)-[:실시했다 {시간: '지난 13일부터 20일까지'}]->(b)
",1,
LPG,Eng,1,ChatLlama2,30,먼저 ‘어제 행복도’는 10점 만점 기준 2018년 5.72점에서 2022년 6.29점으로 상승했다.,"(a:행복도 {name: '어제 행복도'})
(b:년 {name: '2018년'})
(c:년 {name: '2022년'})
(d:숫자 {name: '5.72점'})
(e:숫자 {name: '6.29점'})
(a)-[:상승했다 {시간: '2018년 5.72점에서 2022년 6.29점'}]->(e)
(b)-[:기준 {에게: (a)}]->(d)
(c)-[:기준 {에게: (a)}]->
",0,(b)-[:기준 {에게: (a)}]->(d)
LPG,Eng,1,ChatLlama2,0,국내 외식업계가 위축되었다.,"(a:국내 {속성: '외식업계'})
(b:위축 {에서: (a)})
(a)-[:위축되다]->
",0,(b:위축 {에서: (a)})
LPG,Eng,1,ChatLlama2,1,플라스틱 사용 줄이기 캠페인이 확대되었다.,"(a:플라스틱)
(b:사용)
(c:줄이기)
(d:캠페인)
(a)-[:사용 {속성: '줄이기'}]->(b)
(c)-[:확대되다]->(d)
",1,
LPG,Eng,1,ChatLlama2,2,환경 보호 운동이 활발히 일어나고 있다.,"(a:환경)
(a)-[:보호하다]->(b)
",1,
LPG,Eng,1,ChatLlama2,3,한국 우주청은 달 탐사 로봇 '루나 2'를 성공적으로 발사하였습니다.,"(a:한국_우주청)
(b:달_탐사_로봇 {name: '루나 2'})
",1,
LPG,Eng,1,ChatLlama2,4,유럽 연합은 인공지능 규제에 대한 법안을 추진하고 있습니다.,"(a:유럽_연합)
(b:법안 {속성: '인공지능 규제'})
",1,
LPG,Eng,1,ChatLlama2,5,올림픽 평화봉송단이 남북한 선수들의 공동 출전을 예고하였습니다.,"(a:올림픽_평화봉송단)
(b:남북한_선수들)
",1,
LPG,Eng,1,ChatLlama2,6,교육부는 국내 초중고등학교의 교육과정 개편을 검토 중에 있습니다.,"(a:교육부)
(b:교육과정 {속성: '국내 초중고등학교'})
",1,
LPG,Eng,1,ChatLlama2,7,나는 선생님이 아니다.,"(b:선생님)
",1,
LPG,Eng,1,ChatLlama2,8,한국은 '반도체 1위'가 아니다.,"(a:국가 {name: '한국'})
(b:순위 {name: '반도체 1위'})
",1,
LPG,Eng,1,ChatLlama2,9,IAEA 최종 보고서는 일본의 해양범죄에 대한 면죄부가 아니다.,"(a:IAEA)
(b:보고서)
(c:일본)
(d:해양범죄)
(e:면죄부)
(a)-[:최종_보고서]->(b)
(b)-[:대한]->(c)
(c)-[:해양범죄]->(d)
(d)-[:면죄부]->(e)
",1,
LPG,Eng,1,ChatLlama2,10,지연된 정의는 정의가 아니다.,"(a:정의 {속성: '지연된'})
(b:정의)
",1,
LPG,Eng,1,ChatLlama2,11,구로공단 '공순이'는 21세기 '콜순이'가 되었다.,"(a:구로공단 {name: '공순이'})
(b:콜순이 {name: '콜순이'})
",1,
LPG,Eng,1,ChatLlama2,12,미끄러운 빗길은 교통사고로 이어졌다.,"(a:미끄러운_빗길)
(b:교통사고)
",1,
LPG,Eng,1,ChatLlama2,13,아프리카 국가들은 에볼라 바이러스 감염 확산에 대응하고 있습니다.,"(a:아프리카_국가들)
(b:에볼라_바이러스_감염)
",1,
LPG,Eng,1,ChatLlama2,14,여름 휴가지가 인기로 떠오르고 있습니다.,"(a:여름_휴가지)
(b:인기)
",1,
LPG,Eng,1,ChatLlama2,15,희귀병 환자는 세상을 떠나고도 4명에게 생명을 주었다.,"(a:희귀병_환자)
(b:생명)
(a)-[:떠나다]->(b)
",1,
LPG,Eng,1,ChatLlama2,16,엄마가 아기에게 이름을 붙여주었다.,"(a:엄마)
",1,
LPG,Eng,1,ChatLlama2,17,'50억 무죄' 판결은 이 당연한 의문에 답을 주지 못한다.,"(a:판결 {name: '50억 무죄'})
(b:의문)
",1,
LPG,Eng,1,ChatLlama2,18,농구 국가대표팀이 월드컵 본선 진출에 성공했습니다.,"(a:농구_국가대표팀)
(b:월드컵_본선)
",1,
LPG,Eng,1,ChatLlama2,19,번개장터는 우정사업본부와 중고 거래 플랫폼 최초 '우체국소포'를 정식 출시한다고 밝혔다.,"(a:번개장터)
(b:우정사업본부)
(c:중고_거래_플랫폼)
(d:우체국소포)
(a)-[:정식_출시했다 {에게: (b)}]->(d)
(a)-[:협력했다 {에게: (c)}]->
",0,(a)-[:정식_출시했다 {에게: (b)}]->(d)
LPG,Eng,1,ChatLlama2,20,첫 월급을 받은 아들과 딸이 깜짝 선물을 주었다.,"(a:아들)
(b:딸)
(c:월급)
(d:깜짝_선물)
(a)-[:받은]->(c)
(b)-[:받은]->(c)
(a)-[:주었다]->(d)
",1,
LPG,Eng,1,ChatLlama2,21,"물가 상승으로 가계부담이 늘어나고 있으며, 이로 인해 인플레이션 우려가 커지고 있습니다.","(a:가계부담)
(b:물가_상승)
(c:인플레이션_우려)
(a)-[:증가하다]->(b)
",1,
LPG,Eng,1,ChatLlama2,22,"테슬라는 자율주행 자동차 사고로 논란이 일어나고 있으며, 안전성에 대한 논의가 계속되고 있습니다.","(a:테슬라)
(b:자율주행_자동차)
(c:사고)
(e:안전성)
(a)-[:사고로_인해]->(c)
(c)-[:논란이_일어나다]->(d)
",1,
LPG,Eng,1,ChatLlama2,23,정부는 기후변화 대응을 강화하기 위해 신재생에너지에 대한 투자를 확대하고 있습니다.,"(a:정부)
(b:기후변화 {속성: '대응'})
(c:신재생에너지)
",1,
LPG,Eng,1,ChatLlama2,24,세계보건기구(WHO)가 신병균 '루카'에 대한 글로벌 대응을 위해 협의하고 있습니다.,"(a:기구 {name: '세계보건기구'})
(b:신병균 {name: '루카'})
(c:글로벌_대응)
(a)-[:협의하다]->(c)
",1,
LPG,Eng,1,ChatLlama2,25,미국과 중국은 무역갈등을 완화하기 위해 협상을 재개하려고 합니다.,"(a:미국)
(c:무역갈등)
(d:협상)
(a)-[:완화하기_위해]->(c)
(c)-[:협상을_재개하려고_합니다]->(d)
(a)-[:협상을_재개하려고_합니다]->(d)
",1,
LPG,Eng,1,ChatLlama2,26,한국 청소년들의 스마트폰 중독이 증가하면서 대책 마련 필요성이 제기되고 있습니다.정부가 코로나19 방역 대책 강화를 위해 예산 증액을 추진하고 있습니다.,"(a:한국_청소년)
(b:스마트폰_중독)
(c:증가)
(d:대책_마련_필요성)
(e:정부)
(f:코로나19_방역_대책)
(g:예산_증액)
(a)-[:스마트폰 중독이 증가하면서]-(c)
(c)-[:대책 마련 필요성이 제기되고 있습니다]-(d)
(d)-[:정부가 코로나19 방역 대책 강화를 위해]-(e)
(e)-[:예산 증액을 추진하고 있습니다]-
",0,(a)-[:스마트폰 중독이 증가하면서]-(c)
LPG,Eng,1,ChatLlama2,27,젊은 릴케는 스승이 아닌 동료였기에 멘토가 되었다.,"(a:사람 {이름: '젊은 릴케'})
(b:사람 {이름: '스승'})
(c:사람 {이름: '동료'})
(d:관계 {이름: '멘토'})
(a)-[:스승이_아닌_동료였기에 {에게: (b)}]->(c)
(c)-[:멘토가 되었다 {에게: (d)}]->
",0,(a)-[:스승이_아닌_동료였기에 {에게: (b)}]->(c)
LPG,Eng,1,ChatLlama2,28,검사마저 울먹이자 법정은 울음바다가 되었다.,"(a:검사)
(c:울먹이자)
(d:울음바다)
(a)-[:울먹이자 {에게: (c)}]->(b)
(b)-[:울음바다 {에게: (d)}]->
",0,(a)-[:울먹이자 {에게: (c)}]->(b)
LPG,Eng,1,ChatLlama2,29,중소기업중앙회는 지난 13일부터 20일까지 3062개 중소기업을 대상으로 실시한 ‘2023년 8월 중소기업 경기전망조사’ 결과를 30일 밝혔다.,"(a:중소기업중앙회)
(b:조사 {속성: '2023년 8월 중소기업 경기전망조사'})
(c:3062개 {속성: '중소기업'})
(a)-[:실시했다 {시간: '지난 13일부터 20일까지'}]->(b)
",1,
LPG,Eng,1,ChatLlama2,30,먼저 ‘어제 행복도’는 10점 만점 기준 2018년 5.72점에서 2022년 6.29점으로 상승했다.,"(a:행복도 {name: '어제 행복도'})
(b:년 {name: '2018년'})
(c:년 {name: '2022년'})
(d:숫자 {name: '5.72점'})
(e:숫자 {name: '6.29점'})
(a)-[:상승했다 {시간: '2018년 5.72점에서 2022년 6.29점'}]->(e)
(b)-[:기준 {에게: (a)}]->(d)
(c)-[:기준 {에게: (a)}]->
",0,(b)-[:기준 {에게: (a)}]->(d)
LPG,Eng,1,ChatLlama2,31,"제조업의 8월 경기전망은 전월대비 3.5p 하락한 80.6이며, 비제조업은 2.4p 상승한 79.3으로 나타났다.","(a:경기전망 {이름: '제조업'})
(b:경기전망 {이름: '비제조업'})
(c:숫자 {이름: '8월'})
(d:숫자 {이름: '전월대비'})
(e:숫자 {이름: '3.5'})
(f:숫자 {이름: '2.4'})
(g:숫자 {이름: '80.6'})
(h:숫자 {이름: '79.3'})
(a)-[:하락한 {에게: (d)}]->(e)
(b)-[:상승한 {에게: (d)}]->(f)
(c)-[:나타났다 {에게: (a, b)}]->(g,
",0,(a)-[:하락한 {에게: (d)}]->(e)
LPG,Eng,1,ChatLlama2,32,"올해 장마는 평년보다 많은 비를 기록할 가능성이 높다는 게 전문가들 관측이다. 기상청은 장마철이 시작된 6월25일부터 현재까지 약 2주간 전국 대부분 지역에 200~300㎜, 전남 일부 지역은 600㎜ 안팎의 많은 누적 강수량을 기록했다고 밝혔다.","(a:장마)
(c:비)
(d:전문가들)
(e:기상청)
(f:6월25일)
(g:현재)
(i:대부분)
(j:지역)
(l:강수량)
(a)-[:평년보다_많은_비를_기록할_가능성이_높다 {게 전문가들 관측}]->(b)
(c)-[:많은_누적_강수량을_기록했다 {에 대한 기상청 밝혀}]->(e)
(f)-[:장마철이_시작된_날짜 {6월25일}]->(a)
(g)-[:현재까지 전국 대부분 지역에 200~300㎜, 전남 일부 지역은 600㎜ 안팎의 누적 강수량을 기록했다 {에 대한 기상청 밝혀}]->(h)
(i)-[:전국 대부분 지역 {에 대한 기상청 밝혀}]->(j)
(j)-[:지역 {에 대한 기상청 밝혀}]->(k)
(k)-[:누적 강수량 {에 대한 기상청 밝혀}]->
",0,"(g)-[:현재까지 전국 대부분 지역에 200~300㎜, 전남 일부 지역은 600㎜ 안팎의 누적 강수량을 기록했다 {에 대한 기상청 밝혀}]->(h)"
LPG,Eng,1,ChatLlama2,33,"온라인동영상서비스(OTT) 플랫폼 넷플릭스가 구독자 간 ‘무료 계정 공유’를 금지한 뒤 신규 구독자가 큰 폭으로 늘어났다. 19일(현지시간) 넷플릭스가 발표한 실적 보고서를 보면, 넷플릭스 가입자는 올해 2분기 전세계에서 589만명 증가해 총 2억3839만명이 됐다. 전체 가입자 수가 지난해 같은 기간보다 8.0% 늘었다. 2분기 매출액은 81억8700만달러(약 10조3700억원), 영업이익은 18억2700만달러(약 2조3100억원)로 지난해 동기 대비 각각 2.7%, 15.8% 늘었다.","(a:넷플릭스)
(b:구독자)
(c:무료_계정_공유)
(d:신규_구독자)
(e:실적_보고서)
(f:가입자)
(g:매출액)
(h:영업이익)
(a)-[:금지한_뒤]->(c)
(c)-[:간의_관계]->(d)
(d)-[:큰_폭으로_늘어났다]->(b)
(a)-[:발표한]->(e)
(e)-[:보면]->(f)
(f)-[:증가해]->(g)
",1,
