kg,prompt,example,model,input_idx,input,output,structure_score,note
LPG_sem,Eng,1,ChatLlama2,0,국내 외식업계가 위축되었다.,"(a:국내 {이름: '외식업계'})
(b:위축 {경향: '되었다'})
",1,
LPG_sem,Eng,1,ChatLlama2,1,플라스틱 사용 줄이기 캠페인이 확대되었다.,"(a:플라스틱)
(b:사용)
(c:줄이기)
(d:캠페인)
(a)-[:사용 {분량: '줄이기'}]->(b)
(c)-[:확대 {시간: '확대되었다'}]->(d)
(a)-[:확대 {시간: '확대되었다'}]->(d)
",1,
LPG_sem,Eng,1,ChatLlama2,2,환경 보호 운동이 활발히 일어나고 있다.,"(a:환경)
(a)-[:보호 {운동: '활발히'}]->(b)
",1,
LPG_sem,Eng,1,ChatLlama2,3,한국 우주청은 달 탐사 로봇 '루나 2'를 성공적으로 발사하였습니다.,"(a:한국_우주청)
(b:달_탐사_로봇)
(a)-[:발사하다 {성공: '성공적으로'}]->(b)
",1,
LPG_sem,Eng,1,ChatLlama2,4,유럽 연합은 인공지능 규제에 대한 법안을 추진하고 있습니다.,"(a:유럽_연합)
(b:인공지능)
(c:법안)
(a)-[:추진하다 {대상: '인공지능 규제'}]->(c)
",1,
LPG_sem,Eng,1,ChatLlama2,5,올림픽 평화봉송단이 남북한 선수들의 공동 출전을 예고하였습니다.,"(a:올림픽_평화봉송단)
(b:남북한_선수들)
",1,
LPG_sem,Eng,1,ChatLlama2,6,교육부는 국내 초중고등학교의 교육과정 개편을 검토 중에 있습니다.,"(a:교육부)
(b:교육과정)
",1,
LPG_sem,Eng,1,ChatLlama2,7,나는 선생님이 아니다.,"(b:선생님)
",1,
LPG_sem,Eng,1,ChatLlama2,8,한국은 '반도체 1위'가 아니다.,"(a:한국)
(b:반도체)
",1,
LPG_sem,Eng,1,ChatLlama2,9,IAEA 최종 보고서는 일본의 해양범죄에 대한 면죄부가 아니다.,"(a:IAEA)
(b:보고서)
(c:일본)
(d:해양범죄)
(e:면죄부)
(a)-[:최종 {보고서: '보고서'}]->(b)
(b)-[:대한 {해양범죄: '해양범죄'}]->(c)
(c)-[:면죄부 {면죄부: '면죄부'}]->(e)
",1,
LPG_sem,Eng,1,ChatLlama2,10,지연된 정의는 정의가 아니다.,"(a:정의)
(b:지연된_정의)
",1,
LPG_sem,Eng,1,ChatLlama2,11,구로공단 '공순이'는 21세기 '콜순이'가 되었다.,"(a:구로공단 {이름: '공순이'})
(b:21세기 {이름: '콜순이'})
",1,
LPG_sem,Eng,1,ChatLlama2,12,미끄러운 빗길은 교통사고로 이어졌다.,"(a:미끄러운_빗길)
(b:교통사고)
",1,
LPG_sem,Eng,1,ChatLlama2,13,아프리카 국가들은 에볼라 바이러스 감염 확산에 대응하고 있습니다.,"(a:아프리카)
(b:국가)
(c:에볼라_바이러스)
(d:감염)
(a)-[:에볼라 바이러스 감염 확산에 대응하고 있습니다. {시간: '현재'}]->(b)
(c)-[:감염 {에볼라 바이러스: '에볼라 바이러스'}]->(d)
(e)-[:확산 {에볼라 바이러스: '에볼라 바이러스'}]->
",0,(a)-[:에볼라 바이러스 감염 확산에 대응하고 있습니다. {시간: '현재'}]->(b)
