kg,prompt,example,model,input_idx,input,output,structure_score,note
LPG,Eng,1,Llama2,0,국내 외식업계가 위축되었다.,"(a:외식업계)
(a)-[:위축되다]->(:None)
",1,
LPG,Eng,1,Llama2,1,플라스틱 사용 줄이기 캠페인이 확대되었다.,"(a:캠페인 {이름: '플라스틱 사용 줄이기 캠페인'})
(b:확대)
(a)-[:확대되다]->(b)
",1,
LPG,Eng,1,Llama2,2,환경 보호 운동이 활발히 일어나고 있다.,"(a:환경 {이름: '환경 보호 운동'})
(a)-[:일어나다]->(:None)
",1,
LPG,Eng,1,Llama2,3,한국 우주청은 달 탐사 로봇 '루나 2'를 성공적으로 발사하였습니다.,"(a:국가 {이름: '한국'})
(b:우주청 {이름: '한국 우주청'})
(c:달_탐사_로봇 {이름: '루나 2'})
(b)-[:발사했다]->(c)
",1,
LPG,Eng,1,Llama2,4,유럽 연합은 인공지능 규제에 대한 법안을 추진하고 있습니다.,"(a:유럽_연합)
(b:인공지능)
(c:규제)
(a)-[:추진하다]->(d)
",1,
LPG,Eng,1,Llama2,5,올림픽 평화봉송단이 남북한 선수들의 공동 출전을 예고하였습니다.,"(a:올림픽 {이름: '평화봉송단'})
(b:남북한 {이름: '선수들'})
(c:공동_출전)
(a)-[:예고했다]->(c)
(b)-[:출전했다]->(c)
",1,
LPG,Eng,1,Llama2,6,교육부는 국내 초중고등학교의 교육과정 개편을 검토 중에 있습니다.,"(a:교육부)
(b:교육과정)
(c:교육과정 {이름: '국내 초중고등학교의 교육과정'})
(a)-[:검토하다]->(b)
(b)-[:개편하다]->(c)
",1,
LPG,Eng,1,Llama2,7,나는 선생님이 아니다.,"(a:사람 {이름: '나'})
(b:사람 {이름: '선생님'})
(a)-[:아니다]->(b)
",1,
LPG,Eng,1,Llama2,8,한국은 '반도체 1위'가 아니다.,"(:한국)-[:아니다]->(:반도체 {순위: '1위'})
",1,
LPG,Eng,1,Llama2,9,IAEA 최종 보고서는 일본의 해양범죄에 대한 면죄부가 아니다.,"(a:IAEA {이름: 'IAEA 최종 보고서'})
(b:일본)
(c:해양범죄)
(a)-[:면죄부가_아니다]->(:None)
",1,
LPG,Eng,1,Llama2,10,지연된 정의는 정의가 아니다.,"(a:정의 {이름: '지연된 정의'})
(a)-[:아니다]->(:정의)
",1,
LPG,Eng,1,Llama2,11,구로공단 '공순이'는 21세기 '콜순이'가 되었다.,"(a:사람 {이름: '공순이'})
(b:사람 {이름: '콜순이'})
(a)-[:되다]->(b)
",1,
LPG,Eng,1,Llama2,12,미끄러운 빗길은 교통사고로 이어졌다.,"(a:빗길 {미끄러운: '미끄러운'})
(b:교통사고)
(a)-[:이어지다]->(b)
",1,
LPG,Eng,1,Llama2,13,아프리카 국가들은 에볼라 바이러스 감염 확산에 대응하고 있습니다.,"(a:국가 {이름: '아프리카 국가들'})
(b:바이러스 {이름: '에볼라 바이러스'})
(c:감염)
(a)-[:대응하다]->(c)
(c)-[:확산하다]->(b)
",1,
LPG,Eng,1,Llama2,14,여름 휴가지가 인기로 떠오르고 있습니다.,"(a:휴가지 {이름: '여름 휴가지'})
(b:인기)
(a)-[:떠오르다]->(b)
",1,
LPG,Eng,1,Llama2,15,희귀병 환자는 세상을 떠나고도 4명에게 생명을 주었다.,"(a:사람 {이름: '희귀병 환자'})
(b:사람 {이름: '환자 1'})
(c:사람 {이름: '환자 2'})
(d:사람 {이름: '환자 3'})
(e:사람 {이름: '환자 4'})
(a)-[:떠나다]->(:None)
(a)-[:생명_주다]->(b)
(a)-[:생명_주다]->(c)
(a)-[:생명_주다]->(d)
(a)-[:생명_주다]->(e)
",1,
LPG,Eng,1,Llama2,16,엄마가 아기에게 이름을 붙여주었다.,"(a:사람 {이름: '엄마'})
(b:사람 {이름: '아기'})
(c:이름)
(a)-[:붙여주다]->(c)
(c)-[:붙여지다]->(b)
",1,
