kg,prompt,example,model,input_idx,input,output,structure_score,note
LPG_tense,Eng,1,ChatOpenAI,0,국내 외식업계가 위축되었다.,"(b:외식업계)
(b)-[:위축되다]->(:None)
",1,
LPG_tense,Eng,1,ChatOpenAI,1,플라스틱 사용 줄이기 캠페인이 확대되었다.,,0,
LPG_tense,Eng,1,ChatOpenAI,2,환경 보호 운동이 활발히 일어나고 있다.,"(:환경)-[:보호하다]->(:None)
(:보호하다)-[:운동]->(:None)
(:운동)-[:일어나다]->(:None)
",1,
LPG_tense,Eng,1,ChatOpenAI,3,한국 우주청은 달 탐사 로봇 '루나 2'를 성공적으로 발사하였습니다.,"(a:기관 {이름: '한국 우주청'})
(b:로봇 {이름: '루나 2'})
",1,
LPG_tense,Eng,1,ChatOpenAI,4,유럽 연합은 인공지능 규제에 대한 법안을 추진하고 있습니다.,"(:유럽_연합)-[:추진하다 {에_대한: (:인공지능_규제_법안)}]->(:None)
",1,
LPG_tense,Eng,1,ChatOpenAI,5,올림픽 평화봉송단이 남북한 선수들의 공동 출전을 예고하였습니다.,"(a:평화봉송단 {이름: '올림픽 평화봉송단'})
(b:국가 {이름: '남북한'})
(c:선수)
(a)-[:예고하다]->(:공동_출전)
(b)-[:공동_출전]->(:선수)
",1,
LPG_tense,Eng,1,ChatOpenAI,6,교육부는 국내 초중고등학교의 교육과정 개편을 검토 중에 있습니다.,"(:교육부)-[:검토하다 {중에: (:국내 초중고등학교의 교육과정 개편), 시간: ""현재""}]->(:None)
",1,
LPG_tense,Eng,1,ChatOpenAI,7,나는 선생님이 아니다.,"(:나)-[:아니다]->(:선생님)
",1,
LPG_tense,Eng,1,ChatOpenAI,8,한국은 '반도체 1위'가 아니다.,"(:한국)-[:아니다]->(:반도체 1위)
",1,
LPG_tense,Eng,1,ChatOpenAI,9,IAEA 최종 보고서는 일본의 해양범죄에 대한 면죄부가 아니다.,"(:IAEA)-[:보고하다]->(:최종 보고서)
(:일본)-[:해양범죄]->(:None)
(:면죄부)-[:아니다]->(:None)
",1,
LPG_tense,Eng,1,ChatOpenAI,10,지연된 정의는 정의가 아니다.,"(:정의)-[:아니다]->(:정의 {상태: '지연된'})
",1,
LPG_tense,Eng,1,ChatOpenAI,11,구로공단 '공순이'는 21세기 '콜순이'가 되었다.,"(a:인물 {이름: '구로공단 공순이'})
(b:인물 {이름: '21세기 콜순이'})
(a)-[:되다 {시간: '과거'}]->(b)
",1,
LPG_tense,Eng,1,ChatOpenAI,12,미끄러운 빗길은 교통사고로 이어졌다.,"(:빗길)-[:미끄러지다]->(:None)
(:빗길)-[:이어지다]->(:교통사고)
",1,
LPG_tense,Eng,1,ChatOpenAI,13,아프리카 국가들은 에볼라 바이러스 감염 확산에 대응하고 있습니다.,"(a:지역 {이름: '아프리카 국가들'})
(b:질병 {이름: '에볼라 바이러스 감염'})
(c:대응)
(a)-[:대응하다]->(b)
(b)-[:확산]->(c)
",1,
LPG_tense,Eng,1,ChatOpenAI,14,여름 휴가지가 인기로 떠오르고 있습니다.,"(:여름)-[:떠오르다]->(:휴가지)
(:휴가지)-[:인기로]->(:None)
",1,
LPG_tense,Eng,1,ChatOpenAI,15,희귀병 환자는 세상을 떠나고도 4명에게 생명을 주었다.,"(a:환자 {이름: '희귀병 환자'})
(a)-[:떠나다]->(:세상)
(a)-[:주다 {생명을_받은_인원: 4}]->(:None)
",1,
LPG_tense,Eng,1,ChatOpenAI,16,엄마가 아기에게 이름을 붙여주었다.,"(a:사람 {이름: '엄마'})
(b:사람 {이름: '아기'})
",1,
LPG_tense,Eng,1,ChatOpenAI,17,'50억 무죄' 판결은 이 당연한 의문에 답을 주지 못한다.,"(:판결 {결과: '무죄'})
(:의문 {성질: '당연한'})
(:의문)-[:주다]->(:판결)
",1,
LPG_tense,Eng,1,ChatOpenAI,18,농구 국가대표팀이 월드컵 본선 진출에 성공했습니다.,"(a:농구 {이름: '국가대표팀'})
(a)-[:진출하다 {에: '월드컵 본선', 시간: '과거'}]->(:성공)
",1,
LPG_tense,Eng,1,ChatOpenAI,19,번개장터는 우정사업본부와 중고 거래 플랫폼 최초 '우체국소포'를 정식 출시한다고 밝혔다.,"(a:번개장터)-[:출시하다 {대상: '우체국소포', 시간: '정식'}]->(:None)
",1,
LPG_tense,Eng,1,ChatOpenAI,20,첫 월급을 받은 아들과 딸이 깜짝 선물을 주었다.,"(a:사람 {이름: '아들'})
(b:사람 {이름: '딸'})
(a)-[:주다 {선물: '깜짝', 시간: '첫 월급을 받은'}]->(b)
",1,
LPG_tense,Eng,1,ChatOpenAI,21,"물가 상승으로 가계부담이 늘어나고 있으며, 이로 인해 인플레이션 우려가 커지고 있습니다.","(a:경제:수치 {이름: ""물가 상승""})
(b:가계부담)
(c:우려 {이름: ""인플레이션""})
(a)-[:늘어나다]->(b)
(b)-[:인해]->(c)
(c)-[:커지다]->(:None)
",1,
LPG_tense,Eng,1,ChatOpenAI,22,"테슬라는 자율주행 자동차 사고로 논란이 일어나고 있으며, 안전성에 대한 논의가 계속되고 있습니다.","(a:자동차 {이름: '테슬라'})
(b:사고 {종류: '자율주행'})
(c:논란)
(d:안전성)
(e:논의)
(a)-[:일어나다]->(c)
(b)-[:일어나다]->(c)
(c)-[:계속되다]->(:None)
(d)-[:대한]->(e)
",1,
LPG_tense,Eng,1,ChatOpenAI,23,정부는 기후변화 대응을 강화하기 위해 신재생에너지에 대한 투자를 확대하고 있습니다.,"(:정부)-[:강화하다]->(:기후변화 대응)
(:정부)-[:확대하다]->(:신재생에너지)
(:신재생에너지)-[:에_대한]->(:투자)
",1,
LPG_tense,Eng,1,ChatOpenAI,24,세계보건기구(WHO)가 신병균 '루카'에 대한 글로벌 대응을 위해 협의하고 있습니다.,"(a:세계보건기구 {이름: 'WHO'})
(b:신병균 {이름: '루카'})
(a)-[:대응하다 {을_위해: (b)}]->(:글로벌)
(a)-[:협의하다]->(:None)
",0,(a)-[:대응하다 {을_위해: (b)}]->(:글로벌)
LPG_tense,Eng,1,ChatOpenAI,25,미국과 중국은 무역갈등을 완화하기 위해 협상을 재개하려고 합니다.,"(a:국가 {이름: '미국'})
(b:국가 {이름: '중국'})
(c:무역갈등)
(d:협상)
(a)-[:무역갈등을_완화하다]->(c)
(b)-[:무역갈등을_완화하다]->(c)
(c)-[:재개하다]->(d)
",1,
LPG_tense,Eng,1,ChatOpenAI,26,한국 청소년들의 스마트폰 중독이 증가하면서 대책 마련 필요성이 제기되고 있습니다.정부가 코로나19 방역 대책 강화를 위해 예산 증액을 추진하고 있습니다.,"(a:국가 {이름: '한국'})
(b:청소년)
(c:스마트폰)
(d:중독)
(f:필요성)
(g:정부)
(h:코로나 {이름: '코로나 19'})
(i:방역)
(a)-[:소속되다]->(b)
(b)-[:보유하다]->(c)
(b)-[:중독되다]->(d)
(d)-[:증가하다]->(:None)
(d)-[:증가하다]->(e)
(e)-[:제기되다]->(f)
(f)-[:있다]->(:None)
(g)-[:추진하다]->(j)
(j)-[:증액하다]->(k)
(g)-[:강화하다]->(i)
(i)-[:위해]->(h)
",1,
LPG_tense,Eng,1,ChatOpenAI,27,젊은 릴케는 스승이 아닌 동료였기에 멘토가 되었다.,"(a:사람 {이름: '젊은 릴케'})
(b:사람 {이름: '스승'})
(c:사람 {이름: '동료'})
(a)-[:멘토가_되다]->(c)
(a)-[:아니다]->(b)
",1,
LPG_tense,Eng,1,ChatOpenAI,28,검사마저 울먹이자 법정은 울음바다가 되었다.,"(a:검사)-[:울먹이다]->(:None)
(:법정)-[:되다]->(:울음바다)
",1,
LPG_tense,Eng,1,ChatOpenAI,29,중소기업중앙회는 지난 13일부터 20일까지 3062개 중소기업을 대상으로 실시한 ‘2023년 8월 중소기업 경기전망조사’ 결과를 30일 밝혔다.,"(:중소기업중앙회)-[:대상으로_실시하다 {시작일: '지난 13일', 종료일: '20일', 개수: 3062}]->(:None)
",1,
LPG_tense,Eng,1,ChatOpenAI,30,먼저 ‘어제 행복도’는 10점 만점 기준 2018년 5.72점에서 2022년 6.29점으로 상승했다.,"(a:행복도 {기준: '10점 만점'})
(a)-[:상승하다 {시작: '2018년', 끝: '2022년', 시작_점수: '5.72점', 끝_점수: '6.29점'}]->(:None)
",1,
LPG_tense,Eng,1,ChatOpenAI,31,"제조업의 8월 경기전망은 전월대비 3.5p 하락한 80.6이며, 비제조업은 2.4p 상승한 79.3으로 나타났다.","(a:경제 {이름: '제조업'})
(b:경제 {이름: '비제조업'})
(a)-[:경기전망 {월: '8월', 전월대비: -3.5, 값: 80.6}]->(:None)
(b)-[:경기전망 {월: '8월', 전월대비: 2.4, 값: 79.3}]->(:None)
",0,"(a)-[:경기전망 {월: '8월', 전월대비: -3.5, 값: 80.6}]->(:None)"
