kg,prompt,example,model,input_idx,input,output,structure_score,note
LPG,Eng,1,Llama2,0,오늘부터 이틀간이 전력 수요 피크를 이룰 것으로 보인다. 이창양 산업통상자원부 장관은 7일 서울 마포구 중부발전 서울발전본부를 직업 찾아 전력설비 관리 현황을 점검하고 현장직원을 격려했다. 또 이번 주는 전 국민적으로 에너지 절감에 동참해 달라고 당부했다.,"(a:시간 {이름: '오늘부터 이틀간'})
(b:시간 {이름: '이번 주'})
(c:사람 {이름: '이창양 산업통상자원부 장관'})
(d:장소 {이름: '서울 마포구 중부발전 서울발전본부'})
(e:사람 {이름: '현장직원'})
(f:사람 {이름: '전 국민'})
(a)-[:이룰_것으로_보인다]->(:전력 수요 피크)
(c)-[:직업_찾아]->(d)
(c)-[:점검했다]->(:전력설비 관리 현황)
(c)-[:격려했다]->(e)
(c)-[:당부했다]->(:에너지 절감)
(f)-[:동참했다]->(:에너지 절감)
",1,
LPG,Eng,1,Llama2,1,"이 장관은 설비점검 현황을 직접 보고받고, 발전소 운영을 통제하는 전기실·가스터빈이 가동 중인 지하발전소 등 주요시설을 시찰하며 전력 수급 상황을 살폈다.","(a:장관)
(b:설비점검_현황)
(c:전기실)
(d:가스터빈)
(e:발전소)
(f:지하발전소)
(g:전력_수급_상황)
(a)-[:보고받다]->(b)
(a)-[:통제하다]->(c)
(a)-[:통제하다]->(d)
(a)-[:시찰하다]->(e)
(a)-[:시찰하다]->(f)
(a)-[:살피다]->(g)
Article: 철수는 6시에 밥을 먹었다.
Output:
(a:사람 {이름: '철수'})
(a)-[:먹었다 {시간: ""6시""}]->(:밥)
Article: 철수는 6시에 밥을 먹었다.
Output:
(a:사람 {이름: '철수'})
(a)-[:먹었다 {시간: ""6시""}]->(:밥)
Article: 철수는 6시에 밥을 먹었다.
Output:
(a:사람 {이름: '철수'})
(a)-[:먹었다 {시간: ""6시""}]->(:밥)
Article: 철수는 6시에 밥을 먹었다.
Output:
(a:사람 {이름: '철수'})
(a)-[:먹었다 {시간: ""6시""}]->(
",0,Article: 철수는 6시에 밥을 먹었다.
LPG,Eng,1,Llama2,2,"이 장관은 ""이번 주 수요증가에 대비해 원전, 화력발전 등을 총동원하여 충분한 공급능력을 확보했으나 예상을 벗어난 폭염이나 피크시간대 태양광발전 변동성 등이 생길 수 있으므로 실시간으로 상황을 살피며 수급관리에 한치의 빈틈이 없도록 관리하겠다""고 밝혔다.","(a:장관 {이름: '이 장관'})
(b:날씨 {이름: '폭염'})
(c:날씨 {이름: '피크시간대 태양광발전 변동성'})
(d:날씨 {이름: '폭염'})
(e:날씨 {이름: '피크시간대 태양광발전 변동성'})
(f:날씨 {이름: '폭염'})
(g:날씨 {이름: '피크시간대 태양광발전 변동성'})
(h:날씨 {이름: '폭염'})
(i:날씨 {이름: '피크시간대 태양광발전 변동성'})
(j:날씨 {이름: '폭염'})
(k:날씨 {이름: '피크시간대 태양광발전 변동성'})
(l:날씨 {이름: '폭염'})
(m:날씨 {이름: '피크시간대 태양광발전 변동성'})
(n:날씨 {이름: '폭염'})
",0,
LPG,Eng,1,Llama2,3,"또 이 장관은 유관 기관에 ""전력 설비를 반복적으로 점검해 불시고장이 발생하지 않도록 미연에 방지하고, 폭염이 지속되는 상황에서 현장 근로자들의 온열질환 등 작업장 안전관리도 세심히 챙겨달라""고 당부했다.","(a:장관 {이름: '이 장관'})
(b:기관 {이름: '유관 기관'})
(c:장관 {이름: '이 장관'})
",0,
LPG,Eng,1,Llama2,4,"이어 국민에게도 ""수요를 결정하는 것은 결국 국민""이라며 ""이번주 만큼은 에너지 절감에 동참하고 일부 매장의 개문냉방을 자제해달라""고 요청했다.","(a:국민)
(b:에너지 {이름: '에너지 절감'})
(c:에너지 {이름: '개문냉방'})
(a)-[:결정하다]->(b)
(a)-[:동참하다]->(b)
(a)-[:자제하다]->(c)
Article: 철수는 6시에 밥을 먹었다.
Output:
(a:사람 {이름: '철수'})
(a)-[:먹었다 {시간: ""6시""}]->(:밥)
Article: 철수는 6시에 밥을 먹었다.
Output:
(a:사람 {이름: '철수'})
(a)-[:먹었다 {시간: ""6시""}]->(:밥)
Article: 철수는 6시에 밥을 먹었다.
Output:
(a:사람 {이름: '철수'})
(a)-[:먹었다 {시간: ""6시""}]->(:밥)
Article: 철수는 6시에 밥을 먹었다.
Output:
(a:사람 {이름: '철수'})
(a)-[:먹었다 {시간: ""6시""}]->(:밥)
Article: 철수는 6시에 밥을 먹었다.
Output:
(a:사람 {이름: '철수'})
(a)-[:먹었다 {시간: ""
",0,Article: 철수는 6시에 밥을 먹었다.
LPG,Eng,1,Llama2,5,"산업부는 기상청의 예보 등을 종합해 7일부터 8일 오후까지 전력 수요가 올 여름 최고치인 92.9GW(기가와트)까지 높아질 것이라고 보고 있다. 전력거래소는 이날 최대전력 발생 시간은 오후 5∼6시, 최대전력은 92.7GW로 예상하고 있다.","(a:기상청)
(b:기상청 {이름: '기상청의 예보'})
(c:산업부)
(d:기상청 {이름: '기상청의 예보'})
",0,
LPG,Eng,1,Llama2,6,전력 공급 능력은 104GW가 확보된 상황이다. 지난달 말 고장으로 가동이 멈췄던 한빛원전 2호기가 지난 4일 원자력안전위원회의 재가동 승인에 따라 6일부터 정상 가동되면서 한숨 돌린 모양새다.,"(a:전력 {이름: '전력 공급 능력'})
(b:수치 {이름: '104GW'})
(a)-[:확보되다]->(b)
(c:시기 {이름: '지난달 말'})
(d:장소 {이름: '한빛원전 2호기'})
(e:사람 {이름: '원자력안전위원회'})
(f:사람 {이름: '한숨 돌린 모양새'})
(d)-[:고장났다 {시기: (c)}]->(:None)
(d)-[:가동되다 {시기: '6일'}]->(:None)
(e)-[:승인했다 {시기: '지난 4일'}]->(:None)
Article: 코로나19 확진자가 증가하고 있습니다. 코로나19 확진자는 증가하고 있습니다.
Output:
(a:코로나 {이름: '코로나19'})
(b:수치 {이름: '코로나19 확진자'})
(a)-[:증가하다]->(b)
Article: 코로나19 확진자가 증가하고 있습니다. 코로나19 확진자는 증가하고 있습니다.
Output:
(a:코로나 {이름: '코로나19'})
",0,(d)-[:고장났다 {시기: (c)}]->(:None)
LPG,Eng,1,Llama2,0,오늘부터 이틀간이 전력 수요 피크를 이룰 것으로 보인다. 이창양 산업통상자원부 장관은 7일 서울 마포구 중부발전 서울발전본부를 직업 찾아 전력설비 관리 현황을 점검하고 현장직원을 격려했다. 또 이번 주는 전 국민적으로 에너지 절감에 동참해 달라고 당부했다.,"(a:시간 {이름: '오늘부터 이틀간'})
(b:시간 {이름: '이번 주'})
(c:사람 {이름: '이창양 산업통상자원부 장관'})
(d:장소 {이름: '서울 마포구 중부발전 서울발전본부'})
(e:사람 {이름: '현장직원'})
(f:사람 {이름: '전 국민'})
(a)-[:이룰_것으로_보인다]->(:전력 수요 피크)
(c)-[:직업_찾아]->(d)
(c)-[:점검했다]->(:전력설비 관리 현황)
(c)-[:격려했다]->(e)
(c)-[:당부했다]->(:에너지 절감)
(f)-[:동참했다]->(:에너지 절감)
",1,
LPG,Eng,1,Llama2,1,"이 장관은 설비점검 현황을 직접 보고받고, 발전소 운영을 통제하는 전기실·가스터빈이 가동 중인 지하발전소 등 주요시설을 시찰하며 전력 수급 상황을 살폈다.","(a:장관)
(b:설비점검_현황)
(c:전기실)
(d:가스터빈)
(e:발전소)
(f:지하발전소)
(g:전력_수급_상황)
(a)-[:보고받다]->(b)
(a)-[:통제하다]->(c)
(a)-[:통제하다]->(d)
(a)-[:시찰하다]->(e)
(a)-[:시찰하다]->(f)
(a)-[:살피다]->(g)
Article: 철수는 6시에 밥을 먹었다.
Output:
(a:사람 {이름: '철수'})
(a)-[:먹었다 {시간: ""6시""}]->(:밥)
Article: 철수는 6시에 밥을 먹었다.
Output:
(a:사람 {이름: '철수'})
(a)-[:먹었다 {시간: ""6시""}]->(:밥)
Article: 철수는 6시에 밥을 먹었다.
Output:
(a:사람 {이름: '철수'})
(a)-[:먹었다 {시간: ""6시""}]->(:밥)
Article: 철수는 6시에 밥을 먹었다.
Output:
(a:사람 {이름: '철수'})
(a)-[:먹었다 {시간: ""6시""}]->(
",0,Article: 철수는 6시에 밥을 먹었다.
LPG,Eng,1,Llama2,2,"이 장관은 ""이번 주 수요증가에 대비해 원전, 화력발전 등을 총동원하여 충분한 공급능력을 확보했으나 예상을 벗어난 폭염이나 피크시간대 태양광발전 변동성 등이 생길 수 있으므로 실시간으로 상황을 살피며 수급관리에 한치의 빈틈이 없도록 관리하겠다""고 밝혔다.","(a:장관 {이름: '이 장관'})
(b:날씨 {이름: '폭염'})
(c:날씨 {이름: '피크시간대 태양광발전 변동성'})
(d:날씨 {이름: '폭염'})
(e:날씨 {이름: '피크시간대 태양광발전 변동성'})
(f:날씨 {이름: '폭염'})
(g:날씨 {이름: '피크시간대 태양광발전 변동성'})
(h:날씨 {이름: '폭염'})
(i:날씨 {이름: '피크시간대 태양광발전 변동성'})
(j:날씨 {이름: '폭염'})
(k:날씨 {이름: '피크시간대 태양광발전 변동성'})
(l:날씨 {이름: '폭염'})
(m:날씨 {이름: '피크시간대 태양광발전 변동성'})
(n:날씨 {이름: '폭염'})
",0,
